review_text,rating,review_date,bank_name,source
"Opening the app, Its just a white screen i am getting. Unable to login at all.",1,2023-10-02,BOA,Google Play
"its not even opening after installing , it says error update incounter.... so think about the compatebility problm its from android version 5.1.1",1,2021-08-01,BOA,Google Play
When i update tha app it doesn't work so i deleted tha app and downloaded again but still no change the older Virginia was mach better.pls fixe it...,1,2023-04-10,BOA,Google Play
Omg its the worest its slow doesn't open loading time so long please make it work itz a digiral era its supposed to be accurate Nd fast please work on it,2,2023-07-05,BOA,Google Play
"The worst mobile banking app, Can't login with mobile data or wifi. It just take up space on your phone. Pathetic",1,2023-10-18,BOA,Google Play
I was looking for the 0th star! Very angry with this app. & possibly the lowest quality mobile app on the playstore!!!,1,2022-08-19,BOA,Google Play
"The application is crashed , after updating on play store Please check the reason curiously , we don't expect this from finacial apps.",1,2022-09-27,BOA,Google Play
It dosn't working properly BOA is a Bank with a great Name and Experience so you need better App which is you deserve! This is not BOA's App at all!,1,2022-03-22,BOA,Google Play
Please update it to fix the commented problems like unable to rember the user id and isnt work by mobile network all time it needs wifi for fast service.,5,2020-11-30,BOA,Google Play
I gave you 4 ⭐ because recently I got a crash multiple times when I tried to use the application!,4,2022-09-28,BOA,Google Play
Pleas Add transactions screenshot or photos options and fix the loading time it takes to access features.,4,2023-04-11,BOA,Google Play
"To be honest the old version was better for me, and you don't send the code to a phone and an Email together.",5,2023-03-20,BOA,Google Play
"Worest app I've ever seen. It's so slow, it crushes everytime. The old version was so good",1,2024-01-05,BOA,Google Play
It's mobile banking is very slow to login and the app interfere is not attractive to access please fix it,1,2023-07-21,BOA,Google Play
"I don't know what happened to the app it was perfect at the start, but know I can say it is not working totally.",2,2023-09-21,BOA,Google Play
This bank feels like a scam. Not been able to take money out for weeks now. Money goes in but doesn't come out. big fraud.,1,2023-04-01,BOA,Google Play
"z app needs strong network access, then it is inactive where at 2g and 3g network areas . please try to make it easy.",1,2023-02-25,BOA,Google Play
"screenshot is must otherwise I will have to cancel my subscription ! As much as I loved this app before, I hate it now",1,2023-03-29,BOA,Google Play
"What's going on?everytime I login it just gets blurry n I just get a n empty white page, I can't access my account now,Waw this ain't no upgrade",1,2023-03-13,BOA,Google Play
"It doesn't log in, it take too long stuck in white screen. Its annoying",1,2024-01-04,BOA,Google Play
"Previous app was so good, but not to login I have to uninstall and reinstall the app. It's very annoying",1,2023-07-30,BOA,Google Play
"Boaring version. It Crash's , stack , totally very bad. Please ful fill our feedbacks.",1,2023-06-26,BOA,Google Play
Previous application is special for safety and secure. Now updated app does not work perfectly.,1,2023-03-22,BOA,Google Play
Previous app was the best this version is annoying the OTP box is uneditable not comfortable for sim card on my second phone,1,2023-07-22,BOA,Google Play
"Easily can't upgrade , it asked u to upgrade but it can't upgrade , I reinstalled the app to upgrade it . So please make it some improvement .",1,2020-11-26,BOA,Google Play
Very annoying. Cannot login. Bank branches even don't give solution.,1,2023-09-25,BOA,Google Play
The app keeps lagging and has many glitches. This app doesn't fit the banks image.,1,2023-10-02,BOA,Google Play
The worst banking app. too many issues to list out. One star because I can't give it a zero.,1,2023-11-01,BOA,Google Play
"Not user-friendly, difficult to access. Needs to work on user-friendly.",1,2021-11-01,BOA,Google Play
It is a bit slow on the logging but it has alot of smart features i like it keep it up BOA,5,2023-07-09,BOA,Google Play
"After login, it requested finger print authentication, the system doesn't work!",1,2023-07-18,BOA,Google Play
It lags very very much . I want to u use BOA but because of its malfunction i had lost many bussiness,1,2023-11-12,BOA,Google Play
"Too slow and crash everytime and its asking me to sign up, i already have an accout so there should be a sign in option right?",1,2023-04-05,BOA,Google Play
Bad UX... I usually get a white black screen 😳 The app doesn't tell me what goes wrong...,2,2022-10-02,BOA,Google Play
It is not fast as we expect. It interrupts. Please make modifications.,3,2022-01-18,BOA,Google Play
"The old one was a way way better ,smooth&fast .The new update is so slow",1,2023-03-27,BOA,Google Play
